排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,簡章招生名額,招生名額,分數來源備註,資優班/特色班,排序分數,課程方向,實習／專題,交通方式,通勤資訊,住宿資訊,生活資料來源,交通資料來源,住宿資料來源,Google地圖,地址資料來源,課程資料來源,實習專題資料來源
,050303,國立苗栗高中,公立,竹苗區學校名錄,高中,,苗栗縣,苗栗市,苗栗縣苗栗市至公路183號,https://www.mlsh.mlc.edu.tw/,(037)320072,普通科(日)；美術班(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、美術班課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E8%8B%97%E6%A0%97%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E8%8B%97%E6%A0%97%E5%B8%82%E8%87%B3%E5%85%AC%E8%B7%AF183%E8%99%9F,https://www.mlsh.mlc.edu.tw/,https://www.mlsh.mlc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E8%8B%97%E6%A0%97%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E8%8B%97%E6%A0%97%E5%B8%82%E8%87%B3%E5%85%AC%E8%B7%AF183%E8%99%9F,https://www.mlsh.mlc.edu.tw/,https://www.mlsh.mlc.edu.tw/,https://www.mlsh.mlc.edu.tw/
,050310,國立竹南高中,公立,竹苗區學校名錄,綜高,,苗栗縣,竹南鎮,苗栗縣竹南鎮中正路98號,https://www.cnsh.mlc.edu.tw/home,(037)476855,普通科(日)；化工科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、化工科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E7%AB%B9%E5%8D%97%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%B9%E5%8D%97%E9%8E%AE%E4%B8%AD%E6%AD%A3%E8%B7%AF98%E8%99%9F,https://www.cnsh.mlc.edu.tw/home,https://www.cnsh.mlc.edu.tw/home,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E7%AB%B9%E5%8D%97%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%B9%E5%8D%97%E9%8E%AE%E4%B8%AD%E6%AD%A3%E8%B7%AF98%E8%99%9F,https://www.cnsh.mlc.edu.tw/home,https://www.cnsh.mlc.edu.tw/home,https://www.cnsh.mlc.edu.tw/home
,050314,國立卓蘭高中,公立,竹苗區學校名錄,綜高,,苗栗縣,卓蘭鎮,苗栗縣卓蘭鎮老庄161號,https://www.jlsh.mlc.edu.tw/,(04)25892007,普通科(日)；商業經營科(日)；國際貿易科(日)；資料處理科(日)；資料處理科(夜)；電子商務科(日)；應用英語科(日)；幼兒保育科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、商業經營科、國際貿易科、資料處理科、電子商務科、應用英語科、幼兒保育科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,官網學校簡介設有「交通」頁面入口。,依校方交通頁面公布方式前往；首頁未直接列完整固定大眾運輸班次。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%8D%93%E8%98%AD%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E5%8D%93%E8%98%AD%E9%8E%AE%E8%80%81%E5%BA%84161%E8%99%9F,https://www.jlsh.mlc.edu.tw/,https://www.jlsh.mlc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%8D%93%E8%98%AD%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E5%8D%93%E8%98%AD%E9%8E%AE%E8%80%81%E5%BA%84161%E8%99%9F,https://www.jlsh.mlc.edu.tw/,https://www.jlsh.mlc.edu.tw/,https://www.jlsh.mlc.edu.tw/
,050315,國立苑裡高中,公立,竹苗區學校名錄,高中,,苗栗縣,苑裡鎮,苗栗縣苑裡鎮育才街100號,https://www.ylsh.mlc.edu.tw/,(037)868680,普通科(日)；美術班(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、美術班課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,火車：苑裡站下車後沿中山路往北約900公尺、約10分鐘；公車可搭97、616、662、839至「國立苑裡高中站」，或5808、5814至「苑裡國小站」。,苑裡火車站步行約900公尺（校方標示約10分鐘）；另有多條公車可到校或至苑裡國小後步行。,設有校內學生宿舍。115學年度新生可提出住宿申請；官網介紹為4人雅房，宿舍位於教學大樓旁。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E8%8B%91%E8%A3%A1%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E8%8B%91%E8%A3%A1%E9%8E%AE%E8%82%B2%E6%89%8D%E8%A1%97100%E8%99%9F,https://www1.ylsh.mlc.edu.tw/?p=44,https://www.ylsh.mlc.edu.tw/freshman/%E4%BD%8F%E5%AE%BF%E8%A6%8F%E5%AE%9A/,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E8%8B%91%E8%A3%A1%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E8%8B%91%E8%A3%A1%E9%8E%AE%E8%82%B2%E6%89%8D%E8%A1%97100%E8%99%9F,https://www.ylsh.mlc.edu.tw/,https://www.ylsh.mlc.edu.tw/,https://www.ylsh.mlc.edu.tw/
,050401,國立大湖農工,公立,竹苗區學校名錄,高職,,苗栗縣,大湖鄉,苗栗縣大湖鄉大寮村竹高屋68號,https://www.thvs.mlc.edu.tw/,(037)992216,園藝科(日)；食品加工科(日)；機械科(日)；電機科(日)；室內空間設計科(日)；綜合職能科(日)；水電技術科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以園藝科、食品加工科、機械科、電機科、室內空間設計科、綜合職能科、水電技術科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,官網已公告115學年度第1學期交通車搭乘名單及路線時間表。,可依校方115學年度交通車路線時間表搭乘學生交通車。,官網明確有住宿生與宿舍校舍資訊；住宿申請與床位細節請以校方當學年度住宿公告為準。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%A4%A7%E6%B9%96%E8%BE%B2%E5%B7%A5%20%E8%8B%97%E6%A0%97%E7%B8%A3%E5%A4%A7%E6%B9%96%E9%84%89%E5%A4%A7%E5%AF%AE%E6%9D%91%E7%AB%B9%E9%AB%98%E5%B1%8B68%E8%99%9F,https://www.thvs.mlc.edu.tw/,https://www.thvs.mlc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%A4%A7%E6%B9%96%E8%BE%B2%E5%B7%A5%20%E8%8B%97%E6%A0%97%E7%B8%A3%E5%A4%A7%E6%B9%96%E9%84%89%E5%A4%A7%E5%AF%AE%E6%9D%91%E7%AB%B9%E9%AB%98%E5%B1%8B68%E8%99%9F,https://www.thvs.mlc.edu.tw/,https://www.thvs.mlc.edu.tw/,https://www.thvs.mlc.edu.tw/
,050404,國立苗栗農工,公立,竹苗區學校名錄,高職,,苗栗縣,苗栗市,苗栗縣苗栗市經國路二段491號,https://www.mlaivs.mlc.edu.tw/,(037)329281,農場經營科(日)；園藝科(日)；森林科(日)；食品加工科(日)；畜產保健科(日)；機械科(日)；板金科(日)；電機科(日)；化工科(日)；電機空調科(日)；生物產業機電科(日)；家政科(日)；餐飲服務科(日)；茶葉技術科(日)；家電技術科(日)；電腦繪圖科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以農場經營科、園藝科、森林科、食品加工科、畜產保健科、機械科、板金科、電機科等課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E8%8B%97%E6%A0%97%E8%BE%B2%E5%B7%A5%20%E8%8B%97%E6%A0%97%E7%B8%A3%E8%8B%97%E6%A0%97%E5%B8%82%E7%B6%93%E5%9C%8B%E8%B7%AF%E4%BA%8C%E6%AE%B5491%E8%99%9F,https://www.mlaivs.mlc.edu.tw/,https://www.mlaivs.mlc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E8%8B%97%E6%A0%97%E8%BE%B2%E5%B7%A5%20%E8%8B%97%E6%A0%97%E7%B8%A3%E8%8B%97%E6%A0%97%E5%B8%82%E7%B6%93%E5%9C%8B%E8%B7%AF%E4%BA%8C%E6%AE%B5491%E8%99%9F,https://www.mlaivs.mlc.edu.tw/,https://www.mlaivs.mlc.edu.tw/,https://www.mlaivs.mlc.edu.tw/
,050407,國立苗栗高商,公立,竹苗區學校名錄,高職,,苗栗縣,苗栗市,苗栗縣苗栗市電台街7號,https://www.mlvs.mlc.edu.tw/home,(037)356001,商業經營科(夜)；國際貿易科(日)；會計事務科(日)；資料處理科(日)；資料處理科(夜)；多媒體設計科(日)；應用英語科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以應用英語、會計事務、資料處理、國際貿易、多媒體設計等商業與語文專業為主，官網設新課綱與課程計畫專區。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E8%8B%97%E6%A0%97%E9%AB%98%E5%95%86%20%E8%8B%97%E6%A0%97%E7%B8%A3%E8%8B%97%E6%A0%97%E5%B8%82%E9%9B%BB%E5%8F%B0%E8%A1%977%E8%99%9F,https://www.mlvs.mlc.edu.tw/home,https://www.mlvs.mlc.edu.tw/home,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E8%8B%97%E6%A0%97%E9%AB%98%E5%95%86%20%E8%8B%97%E6%A0%97%E7%B8%A3%E8%8B%97%E6%A0%97%E5%B8%82%E9%9B%BB%E5%8F%B0%E8%A1%977%E8%99%9F,https://www.mlvs.mlc.edu.tw/home,https://www.mlvs.mlc.edu.tw/home,https://www.mlvs.mlc.edu.tw/home
,051302,私立君毅高中,私立,竹苗區學校名錄,綜高,,苗栗縣,竹南鎮,苗栗縣竹南鎮公義路245號,https://www.cish.mlc.edu.tw/,(037)622009,普通科(日)；資訊科(日)；資料處理科(日)；資料處理科(夜)；觀光事業科(日)；餐飲管理科(日)；餐飲管理科(夜)；水電技術科(日)；餐飲技術科(日)；多媒體技術科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、資訊科、資料處理科、觀光事業科、餐飲管理科、水電技術科、餐飲技術科、多媒體技術科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E5%90%9B%E6%AF%85%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%B9%E5%8D%97%E9%8E%AE%E5%85%AC%E7%BE%A9%E8%B7%AF245%E8%99%9F,https://www.cish.mlc.edu.tw/,https://www.cish.mlc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E5%90%9B%E6%AF%85%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%B9%E5%8D%97%E9%8E%AE%E5%85%AC%E7%BE%A9%E8%B7%AF245%E8%99%9F,https://www.cish.mlc.edu.tw/,https://www.cish.mlc.edu.tw/,https://www.cish.mlc.edu.tw/
,051306,私立建臺高中,私立,竹苗區學校名錄,高中,,苗栗縣,苗栗市,苗栗縣苗栗市福麗里至公路251號,https://www.ctsh.mlc.edu.tw/,(037)353270,普通科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E5%BB%BA%E8%87%BA%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E8%8B%97%E6%A0%97%E5%B8%82%E7%A6%8F%E9%BA%97%E9%87%8C%E8%87%B3%E5%85%AC%E8%B7%AF251%E8%99%9F,https://www.ctsh.mlc.edu.tw/,https://www.ctsh.mlc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E5%BB%BA%E8%87%BA%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E8%8B%97%E6%A0%97%E5%B8%82%E7%A6%8F%E9%BA%97%E9%87%8C%E8%87%B3%E5%85%AC%E8%B7%AF251%E8%99%9F,https://www.ctsh.mlc.edu.tw/,https://www.ctsh.mlc.edu.tw/,https://www.ctsh.mlc.edu.tw/
,051307,私立全人實驗高中,私立,竹苗區學校名錄,高中,,苗栗縣,卓蘭鎮,苗栗縣卓蘭鎮內灣141之3號,https://holistic.org.tw/,(04)25896909,普通科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E5%85%A8%E4%BA%BA%E5%AF%A6%E9%A9%97%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E5%8D%93%E8%98%AD%E9%8E%AE%E5%85%A7%E7%81%A3141%E4%B9%8B3%E8%99%9F,https://holistic.org.tw/,https://holistic.org.tw/,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E5%85%A8%E4%BA%BA%E5%AF%A6%E9%A9%97%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E5%8D%93%E8%98%AD%E9%8E%AE%E5%85%A7%E7%81%A3141%E4%B9%8B3%E8%99%9F,https://holistic.org.tw/,https://holistic.org.tw/,https://holistic.org.tw/
,051408,私立中興商工,私立,竹苗區學校名錄,高職,,苗栗縣,竹南鎮,苗栗縣竹南鎮大營路211號,http://www.csvs.mlc.edu.tw,(037)467360,汽車科(日)；資訊科(日)；資料處理科(夜)；餐飲管理科(日)；時尚造型科(日)；汽車修護科(日)；餐飲技術科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以汽車科、資訊科、資料處理科、餐飲管理科、時尚造型科、汽車修護科、餐飲技術科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E4%B8%AD%E8%88%88%E5%95%86%E5%B7%A5%20%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%B9%E5%8D%97%E9%8E%AE%E5%A4%A7%E7%87%9F%E8%B7%AF211%E8%99%9F,http://www.csvs.mlc.edu.tw,http://www.csvs.mlc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E4%B8%AD%E8%88%88%E5%95%86%E5%B7%A5%20%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%B9%E5%8D%97%E9%8E%AE%E5%A4%A7%E7%87%9F%E8%B7%AF211%E8%99%9F,http://www.csvs.mlc.edu.tw,http://www.csvs.mlc.edu.tw,http://www.csvs.mlc.edu.tw
,051413,私立龍德家商,私立,竹苗區學校名錄,高職,,苗栗縣,苑裡鎮,苗栗縣苑裡鎮房裡里南房75之1號,http://www.ldvs.mlc.edu.tw/,(037)851277,家具木工科(日)；烘焙食品科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以家具木工科、烘焙食品科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E9%BE%8D%E5%BE%B7%E5%AE%B6%E5%95%86%20%E8%8B%97%E6%A0%97%E7%B8%A3%E8%8B%91%E8%A3%A1%E9%8E%AE%E6%88%BF%E8%A3%A1%E9%87%8C%E5%8D%97%E6%88%BF75%E4%B9%8B1%E8%99%9F,http://www.ldvs.mlc.edu.tw/,http://www.ldvs.mlc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E9%BE%8D%E5%BE%B7%E5%AE%B6%E5%95%86%20%E8%8B%97%E6%A0%97%E7%B8%A3%E8%8B%91%E8%A3%A1%E9%8E%AE%E6%88%BF%E8%A3%A1%E9%87%8C%E5%8D%97%E6%88%BF75%E4%B9%8B1%E8%99%9F,http://www.ldvs.mlc.edu.tw/,http://www.ldvs.mlc.edu.tw/,http://www.ldvs.mlc.edu.tw/
,054308,苗栗縣立三義高中,公立,竹苗區學校名錄,綜高,,苗栗縣,三義鄉,苗栗縣三義鄉廣盛村11鄰122號,https://sjh.mlc.edu.tw/,(037)872015,普通科(日)；餐飲管理科(日)；多媒體設計科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、餐飲管理科、多媒體設計科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%8B%E4%B8%89%E7%BE%A9%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E4%B8%89%E7%BE%A9%E9%84%89%E5%BB%A3%E7%9B%9B%E6%9D%9111%E9%84%B0122%E8%99%9F,https://sjh.mlc.edu.tw/,https://sjh.mlc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%8B%E4%B8%89%E7%BE%A9%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E4%B8%89%E7%BE%A9%E9%84%89%E5%BB%A3%E7%9B%9B%E6%9D%9111%E9%84%B0122%E8%99%9F,https://sjh.mlc.edu.tw/,https://sjh.mlc.edu.tw/,https://sjh.mlc.edu.tw/
,054309,苗栗縣立苑裡高中,公立,竹苗區學校名錄,綜高,,苗栗縣,苑裡鎮,苗栗縣苑裡鎮客庄里1鄰2號,https://yljh.mlc.edu.tw/Home/Index.php,(037)861042,普通科(日)；體育班(日)；商業經營科(日)；廣告設計科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、體育班、商業經營科、廣告設計科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,官網相關官方頁面提供校區交通路線；高中部位於客庄分部新興路19號。,高中部通勤應以客庄分部（新興路19號）為目的地；校本部與高中部地址不同。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%8B%E8%8B%91%E8%A3%A1%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E8%8B%91%E8%A3%A1%E9%8E%AE%E5%AE%A2%E5%BA%84%E9%87%8C1%E9%84%B02%E8%99%9F,https://yljh.mlc.edu.tw/Home/Index.php,https://yljh.mlc.edu.tw/Home/Index.php,https://www.google.com/maps/search/?api=1&query=%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%8B%E8%8B%91%E8%A3%A1%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E8%8B%91%E8%A3%A1%E9%8E%AE%E5%AE%A2%E5%BA%84%E9%87%8C1%E9%84%B02%E8%99%9F,https://yljh.mlc.edu.tw/Home/Index.php,https://yljh.mlc.edu.tw/Home/Index.php,https://yljh.mlc.edu.tw/Home/Index.php
,054317,苗栗縣立興華高中,公立,竹苗區學校名錄,綜高,,苗栗縣,頭份市,苗栗縣頭份市中正一路401號,https://shhs.mlc.edu.tw/Home/,(037)663403,普通科(日)；體育班(日)；商業經營科(日)；資料處理科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、體育班、商業經營科、資料處理科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%8B%E8%88%88%E8%8F%AF%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E9%A0%AD%E4%BB%BD%E5%B8%82%E4%B8%AD%E6%AD%A3%E4%B8%80%E8%B7%AF401%E8%99%9F,https://shhs.mlc.edu.tw/Home/,https://shhs.mlc.edu.tw/Home/,https://www.google.com/maps/search/?api=1&query=%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%8B%E8%88%88%E8%8F%AF%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E9%A0%AD%E4%BB%BD%E5%B8%82%E4%B8%AD%E6%AD%A3%E4%B8%80%E8%B7%AF401%E8%99%9F,https://shhs.mlc.edu.tw/Home/,https://shhs.mlc.edu.tw/Home/,https://shhs.mlc.edu.tw/Home/
,054333,苗栗縣立大同高中,公立,竹苗區學校名錄,高中,,苗栗縣,竹南鎮,苗栗縣竹南鎮大埔里六鄰公義路890號,https://dtsh.mlc.edu.tw/,(037)580566,普通科(日)；體育班(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、體育班課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%8B%E5%A4%A7%E5%90%8C%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%B9%E5%8D%97%E9%8E%AE%E5%A4%A7%E5%9F%94%E9%87%8C%E5%85%AD%E9%84%B0%E5%85%AC%E7%BE%A9%E8%B7%AF890%E8%99%9F,https://dtsh.mlc.edu.tw/,https://dtsh.mlc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%8B%E5%A4%A7%E5%90%8C%E9%AB%98%E4%B8%AD%20%E8%8B%97%E6%A0%97%E7%B8%A3%E7%AB%B9%E5%8D%97%E9%8E%AE%E5%A4%A7%E5%9F%94%E9%87%8C%E5%85%AD%E9%84%B0%E5%85%AC%E7%BE%A9%E8%B7%AF890%E8%99%9F,https://dtsh.mlc.edu.tw/,https://dtsh.mlc.edu.tw/,https://dtsh.mlc.edu.tw/
