排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,簡章招生名額,招生名額,分數來源備註,資優班/特色班,排序分數,課程方向,實習／專題,交通方式,通勤資訊,住宿資訊,生活資料來源,交通資料來源,住宿資料來源,Google地圖,地址資料來源,課程資料來源,實習專題資料來源
,061301,常春藤學校財團法人臺中市常春藤高級中學,私立,中投區免試入學日間部,高中,不限,臺中市,潭子區,臺中市潭子區潭興路一段165巷320號,https://www.ivyjhs.tc.edu.tw,04-25395066#114,普通科:191(不限),191,191,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"官網可見哈克尼斯國際實驗教育移地教學等活動;未標示固定資優班招生,班別以當年度公告為準。",,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",官網提供校車服務資訊;路線與站點依校方學期公告。,學生校車依校方學期公告;網站未標示固定大眾運輸到校班次。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E6%BD%AD%E5%AD%90%E5%8D%80%E6%BD%AD%E8%88%88%E8%B7%AF%E4%B8%80%E6%AE%B5165%E5%B7%B7320%E8%99%9F；學校官網：https://www.ivyjhs.tc.edu.tw,https://www.ivyjhs.tc.edu.tw,https://www.ivyjhs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E6%BD%AD%E5%AD%90%E5%8D%80%E6%BD%AD%E8%88%88%E8%B7%AF%E4%B8%80%E6%AE%B5165%E5%B7%B7320%E8%99%9F,https://www.ivyjhs.tc.edu.tw,https://www.ivyjhs.tc.edu.tw,https://www.ivyjhs.tc.edu.tw
,061306,臺中市明台高級中學,私立,中投區免試入學日間部,高職,不限,臺中市,霧峰區,413 臺中市霧峰區萊園路91號,https://www.mths.tc.edu.tw,04-23393071#210、211,資料處理科:87(不限);觀光事業科:83(不限);餐飲管理科:82(不限);幼兒保育科:43(不限);美容科:42(不限);室內設計科:86(不限),423,423,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"以餐旅、設計、美容、幼保、資料處理等專業科別為特色;另有實用技能科別,無固定資優班公告。",,"技術型課程以餐飲、觀光、室內設計、美容、幼保、資料處理等專業方向為主,另有餐飲技術、寵物經營、表演技術、美髮/美顏等實務類課程。",官網實習處說明包含實務教學、業師協同、實務增能、產學合作與就業銜接;各科成果以專業實作與技藝成果為主。,官網115學年度公告提供新生校車填報與站名代碼查詢;官網首頁未標示固定公車到校路線。,校車站點與搭乘方式由校方當學年度校車公告管理;官網未標示其他固定通勤班次或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=413%20%E8%87%BA%E4%B8%AD%E5%B8%82%E9%9C%A7%E5%B3%B0%E5%8D%80%E8%90%8A%E5%9C%92%E8%B7%AF91%E8%99%9F；學校官網：https://www.mths.tc.edu.tw,https://www.mths.tc.edu.tw/,https://www.mths.tc.edu.tw/,https://www.google.com/maps/search/?api=1&query=413%20%E8%87%BA%E4%B8%AD%E5%B8%82%E9%9C%A7%E5%B3%B0%E5%8D%80%E8%90%8A%E5%9C%92%E8%B7%AF91%E8%99%9F,https://www.mths.tc.edu.tw/,https://www.mths.tc.edu.tw/,https://www.mths.tc.edu.tw/InternshipOffice
,061309,臺中市私立致用高級中學,私立,中投區免試入學日間部,綜高,不限,臺中市,大甲區,43742 臺中市大甲區中山里甲東路512號,https://www.cycivs.tc.edu.tw,04-26872354#311、312,普通科:40(不限);機械科:65(不限);汽車科:64(不限);資訊科:80(不限);資料處理科:40(不限);餐飲管理科:39(不限);美容科:63(不限);照顧服務科(產特):25(不限),416,416,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,照顧服務科為產業特殊需求類科;另有國立大學/國立科大升學輔導班、建教合作班與實用技能學程。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。",各專業科依實習處與課程計畫辦理專業實習、技能訓練與實作;網站未標示全校統一專題題目。,"官網交通資訊列167、305、97等至大甲高中站,95至中正紀念館;另列92、170、171、172、210、212、213、214、216、217等路線及臺鐵大甲站。",到校交通依官網「交通資訊」所列公車站點與臺鐵大甲站規劃;網站未標示固定步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=43742%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E4%B8%AD%E5%B1%B1%E9%87%8C%E7%94%B2%E6%9D%B1%E8%B7%AF512%E8%99%9F；學校官網：https://www.cycivs.tc.edu.tw,https://www.cycivs.tc.edu.tw/ischool/publish_page/0/?cid=702,https://www.cycivs.tc.edu.tw/,https://www.google.com/maps/search/?api=1&query=43742%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E4%B8%AD%E5%B1%B1%E9%87%8C%E7%94%B2%E6%9D%B1%E8%B7%AF512%E8%99%9F,https://www.cycivs.tc.edu.tw/ischool/publish_page/0/?cid=702,https://www.cycivs.tc.edu.tw,https://www.cycivs.tc.edu.tw/
,061310,永誠學校財團法人臺中市大明高級中等學校,私立,中投區免試入學日間部,綜高,不限,臺中市,潭子區,427003 臺中市潭子區潭興路一段168號,https://www.tmsh.tc.edu.tw,04-25391800#202,普通科:90(不限);美工科:65(不限);廣告設計科:65(不限);多媒體動畫科:65(不限),285,285,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"美工、廣告設計、多媒體動畫等藝術設計特色科,並辦理藝術類特色招生;普通科班別依年度公告。",,普通高中部與美工、廣告設計、多媒體動畫等設計/藝術專業課程並行;114學年度起全校於潭子校區辦學。,設計群以美工、廣告設計、多媒體動畫作品製作、展演與競賽成果為主;網站未標示全校統一專題題目。,官網交通位置列自駕動線:台74線可由東山路交流道或潭子交流道前往潭興路校區。,學校官網未標示固定大眾運輸到校班次或固定學生專車站點。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=427003%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%BD%AD%E5%AD%90%E5%8D%80%E6%BD%AD%E8%88%88%E8%B7%AF%E4%B8%80%E6%AE%B5168%E8%99%9F；學校官網：https://www.tmsh.tc.edu.tw,https://ischool.tmsh.tc.edu.tw/home?cid=2354,https://www.tmsh.tc.edu.tw/,https://www.google.com/maps/search/?api=1&query=427003%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%BD%AD%E5%AD%90%E5%8D%80%E6%BD%AD%E8%88%88%E8%B7%AF%E4%B8%80%E6%AE%B5168%E8%99%9F,https://www.tmsh.tc.edu.tw/contact/,https://ischool.tmsh.tc.edu.tw/home?cid=2319,https://www.tmsh.tc.edu.tw/
,061313,臺中市私立明道高級中學,私立,中投區免試入學日間部,綜高,不限,臺中市,烏日區,臺中市烏日區中山路一段497號,https://www.mingdao.edu.tw,04-23341115,普通科:111(不限);資訊科:69(不限);電子科:69(不限);美工科:44(不限);商業經營科:128(不限);廣告設計科:86(不限);觀光事業科:27(不限);餐飲管理科:86(不限);應用英語科:49(不限),669,669,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"普通高中、技高與國際教育多軌;設數理實驗等學習方案,並有完整校內外課程、社團與升學支持。",,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。",普通高中與技高各科依課程辦理探究、專題及專業實作;網站未標示全校統一專題題目。,"官網115學年度交通車約74線,服務臺中市區、海線、山線、彰化、員林與南投;另有課後活動、晚自習及週六班車制度。",學生交通車依校方站點與學期公告;官網另提供交通車站點查詢及GPS服務。,"校方設有學生住宿,官網列有住宿費用及住宿生返家交通車規定;申請依校方住宿制度。",Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%83%8F%E6%97%A5%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%B8%80%E6%AE%B5497%E8%99%9F；學校官網：https://www.mingdao.edu.tw,https://s5.mingdao.edu.tw/FAQs/index.asp?i=4,https://s5.mingdao.edu.tw/FAQs/index.asp?i=5,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%83%8F%E6%97%A5%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%B8%80%E6%AE%B5497%E8%99%9F,https://www.mingdao.edu.tw,https://www.mingdao.edu.tw,https://www.mingdao.edu.tw/
,061314,臺中市私立僑泰高級中學,私立,中投區免試入學日間部,綜高,不限,臺中市,大里區,臺中市大里區樹王路342號,https://www.ctas.tc.edu.tw,04-24063936#117,普通科:302(不限);機械科:71(不限);汽車科:64(不限);資訊科:32(不限);電子科:75(不限);商業經營科:75(不限);廣告設計科:32(不限);觀光事業科:32(不限);餐飲管理科:98(不限);多媒體設計科:70(不限);應用英語科:32(不限);應用日語科:32(不限);幼兒保育科:31(不限);美容科:72(不限);室內設計科:60(不限),1078,1078,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,高中部官網列醫科班、台清交成班、國立大學班、雙語國際班;技高另有多科專業與實用技能班。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。",技高各科設專業實習、技能檢定、競賽與專題/實作;普通科依高中課程辦理探究與自主學習。,"官網交通資訊列美村南路「僑泰中學」與高工路「僑泰中學」等周邊站點,並設學生校車;115學年度另公告校車路線表。",學生校車依115學年度校方路線表;大眾運輸站點依官網交通資訊。,"校方設男、女學生宿舍,115學年度已公布新生宿舍床位與住宿公告。",Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E6%A8%B9%E7%8E%8B%E8%B7%AF342%E8%99%9F；學校官網：https://www.ctas.tc.edu.tw,https://www.ctas.tc.edu.tw/,https://www.ctas.tc.edu.tw/main.php?ann=161&c=announce_view&from=dept&unit=student,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E6%A8%B9%E7%8E%8B%E8%B7%AF342%E8%99%9F,https://www.ctas.tc.edu.tw/,https://www.ctas.tc.edu.tw,https://www.ctas.tc.edu.tw/
,061315,臺中市華盛頓高級中學,私立,中投區免試入學日間部,高中,不限,臺中市,太平區,臺中市太平區廍仔坑路26號,https://www.whs.tc.edu.tw,04-23934712#113、116,普通科:237(不限),237,237,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,寰宇雙語實驗班、國際雙聯課程、IBDP/AP等國際課程;班別與收費依當年度招生公告。,,"普通高中課程外,提供AP、IBDP、國際雙聯及STEAM、VEX機器人、Computer Science、Business等選修。",不設固定職業實習;STEAM、VEX機器人、Computer Science等課程以實作、競賽與專題成果為主。,"官網高中部入學頁列15、85、163、246路公車,並提供平日、週六、北上及假日校車路線。",公車與校車均依校方高中部入學頁所列路線;校車實際站點依當期路線表。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E5%BB%8D%E4%BB%94%E5%9D%91%E8%B7%AF26%E8%99%9F；學校官網：https://www.whs.tc.edu.tw,https://www.whs.tc.edu.tw/henrollment/,https://www.whs.tc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E5%BB%8D%E4%BB%94%E5%9D%91%E8%B7%AF26%E8%99%9F,https://www.whs.tc.edu.tw/henrollment/,https://www.whs.tc.edu.tw,https://www.whs.tc.edu.tw/henrollment/
,061316,臺中市青年高級中學,私立,中投區免試入學日間部,綜高,不限,臺中市,大里區,臺中市大里區中湖路100號,https://www.youth.tc.edu.tw,04-24963333#212,綜合高中:134(不限);汽車科:44(不限);資訊科:45(不限);餐飲管理科:44(不限);美容科:88(不限);音樂科:45(不限);表演藝術科:131(不限);多媒體動畫科:132(不限),663,663,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"音樂科、表演藝術科、多媒體動畫科(含電競專長),綜高另有藥護、體育專長等學程。",,綜高兼顧學術自然/社會探索;技職課程聚焦汽車、資訊、餐飲、美容、音樂、表演藝術與多媒體動畫實作。,綜合高中與汽車、資訊、餐飲、美容、音樂、表演藝術、多媒體動畫等科依課程進行專業實作、作品製作與展演;網站未標示全校統一專題題目。,"官網115學年度已公布校車路線與停靠站,並提供新生校車登記。",學生校車站點與路線依115學年度校方公告版;網站未標示固定公車到校班次。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E4%B8%AD%E6%B9%96%E8%B7%AF100%E8%99%9F；學校官網：https://www.youth.tc.edu.tw,https://newstu.gm.youth.tc.edu.tw/freshman/schoolbus,https://www.youth.tc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E4%B8%AD%E6%B9%96%E8%B7%AF100%E8%99%9F,https://www.youth.tc.edu.tw,https://www.youth.tc.edu.tw,https://www.youth.tc.edu.tw/
,061317,臺中市私立弘文高級中學,私立,中投區免試入學日間部,高中,不限,臺中市,潭子區,427009 臺中市潭子區弘文街100號,https://www.hwhs.tc.edu.tw,04-25340011#118,普通科:392(不限),392,392,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,普通科以多元選修、自主學習、議題研究與ESL/國際課程資源為特色;未標示固定資優班招生公告。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","普通高中不設固定職業實習;專題與自主學習依高中課程計畫辦理,網站未標示全校統一專題題目。",官網交通資訊列900、900跳蛙、901、901副、901副2、956、956副;臺鐵可使用栗林站或潭子站。,公車路線與臺鐵轉乘依校方交通資訊頁;學生專車另有校車申請系統。,"校方設男、女生宿舍,官網分機頁列男生宿舍與女生宿舍聯絡電話。",Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=427009%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%BD%AD%E5%AD%90%E5%8D%80%E5%BC%98%E6%96%87%E8%A1%97100%E8%99%9F；學校官網：https://www.hwhs.tc.edu.tw,https://www.hwhs.tc.edu.tw/home?cid=11313,https://www.hwhs.tc.edu.tw/home?cid=11312,https://www.google.com/maps/search/?api=1&query=427009%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%BD%AD%E5%AD%90%E5%8D%80%E5%BC%98%E6%96%87%E8%A1%97100%E8%99%9F,https://www.hwhs.tc.edu.tw/home?cid=11313,https://www.hwhs.tc.edu.tw,https://www.hwhs.tc.edu.tw/
,061318,臺中市私立立人高級中學,私立,中投區免試入學日間部,高中,不限,臺中市,大里區,臺中市大里區中興路二段380號,https://www.lzsh.tc.edu.tw,04-24834138#511~514,普通科:660(不限),660,660,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"設菁英班,依新生測驗與校方編班規定辦理;實際名額與測驗方式依當年度公告。",,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",官網提供學生專車資訊;平日專車與課後放學專車路線依每學期公告。,學生專車站點、放學班次與費用依校方每學期公告。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E4%B8%AD%E8%88%88%E8%B7%AF%E4%BA%8C%E6%AE%B5380%E8%99%9F；學校官網：https://www.lzsh.tc.edu.tw,https://www.lzsh.tc.edu.tw/p/406-1000-5170%2Cr12.php?Lang=zh-tw,https://www.lzsh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E4%B8%AD%E8%88%88%E8%B7%AF%E4%BA%8C%E6%AE%B5380%E8%99%9F,https://www.lzsh.tc.edu.tw,https://www.lzsh.tc.edu.tw,https://www.lzsh.tc.edu.tw
,061319,臺中市私立玉山高級中學,私立,中投區免試入學日間部,高職,不限,臺中市,東勢區,423009 臺中市東勢區東崎路四段399號,https://www.yssh.tc.edu.tw,04-25771313#103,觀光事業科:42(不限);餐飲管理科:42(不限);照顧服務科(產特):42(不限),126,126,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,照顧服務科為產業特殊需求類科;另以餐飲、觀光專業實作及證照輔導為特色。,,"依官網招生科別與課程計畫,課程方向包含觀光事業科;專業科目與校訂課程依各科課程計畫辦理。",網站未標示全校統一專題題目;各專業科實習/專題以校方課程計畫與實習處公告為準。,官網學生規範列有住校/通學方式;網站未標示可直接引用的固定公車到校班次。,通學方式依校方學生規範與校車公告;網站未標示固定公車班次或步行時間。,"可申請住校;官網學生規範列有住校/通學方式,實際申請依校方公告。",Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=423009%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8B%A2%E5%8D%80%E6%9D%B1%E5%B4%8E%E8%B7%AF%E5%9B%9B%E6%AE%B5399%E8%99%9F；學校官網：https://www.yssh.tc.edu.tw,https://www.yssh.tc.edu.tw/introduce/html/index7.htm,https://www.yssh.tc.edu.tw/introduce/html/index7.htm,https://www.google.com/maps/search/?api=1&query=423009%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8B%A2%E5%8D%80%E6%9D%B1%E5%B4%8E%E8%B7%AF%E5%9B%9B%E6%AE%B5399%E8%99%9F,https://www.yssh.tc.edu.tw/,https://www.yssh.tc.edu.tw,https://www.yssh.tc.edu.tw
,061321,慈明學校財團法人臺中市慈明高級中等學校,私立,中投區免試入學日間部,高職,不限,臺中市,太平區,411 臺中市太平區光德路388號,https://www.tmhs.tc.edu.tw,04-22713911#102,資訊科:43(不限);餐飲管理科:41(不限);電子商務科:43(不限);照顧服務科(產特):43(不限),170,170,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,照顧服務科為產特;另發展電子商務電競、資電AI、長照產學等特色課程。,,資訊科發展AI應用;電子商務科融入直播與電競;餐飲與照服強調實務、證照、產學合作及第二外語。,資訊、電子商務、餐飲、照顧服務等科依課程辦理專業實習、證照與實作;網站未標示全校統一專題題目。,"官網校車/公車頁公布校車路線;公車可於光隆站、七星站搭乘,列有3、7、41、249、280、284、286、291路。",校車依校方學期路線表;公車依官網「校車/公車路線資訊」所列站點與路線。,校方設學生宿舍;住宿申請資格與床位依當學年度公告。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=411%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E5%85%89%E5%BE%B7%E8%B7%AF388%E8%99%9F；學校官網：https://www.tmhs.tc.edu.tw,https://www.gapp.tmhs.tc.edu.tw/%E8%B3%87%E8%A8%8A%E6%9C%8D%E5%8B%99/%E6%A0%A1%E8%BB%8A%E5%85%AC%E8%BB%8A%E8%B7%AF%E7%B7%9A%E8%B3%87%E8%A8%8A,https://www.tmhs.tc.edu.tw/,https://www.google.com/maps/search/?api=1&query=411%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E5%85%89%E5%BE%B7%E8%B7%AF388%E8%99%9F,https://www.gapp.tmhs.tc.edu.tw/,https://www.tmhs.tc.edu.tw,https://www.tmhs.tc.edu.tw/
,061B11,嘉陽學校財團法人臺中市嘉陽高級中學進修部,私立,中投區免試入學進修部,進修部,不限,臺中市,清水區,43654 臺中市清水區中航路三段1號,https://www.cysh.tc.edu.tw,04-26152166# 2221,餐飲管理科(夜間班):120(不限),120,120,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",,"依官網招生科別與課程計畫,課程方向包含餐飲管理科;專業科目與校訂課程依各科課程計畫辦理。",網站未標示全校統一專題題目;各專業科實習/專題以校方課程計畫與實習處公告為準。,進修部官網未標示夜間固定學生專車或夜間專用大眾運輸班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=43654%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%B8%85%E6%B0%B4%E5%8D%80%E4%B8%AD%E8%88%AA%E8%B7%AF%E4%B8%89%E6%AE%B51%E8%99%9F；學校官網：https://www.cysh.tc.edu.tw,https://www.cysh.tc.edu.tw,https://www.cysh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=43654%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%B8%85%E6%B0%B4%E5%8D%80%E4%B8%AD%E8%88%AA%E8%B7%AF%E4%B8%89%E6%AE%B51%E8%99%9F,https://www.cysh.tc.edu.tw/,https://www.cysh.tc.edu.tw,https://www.cysh.tc.edu.tw
,061B14,臺中市私立僑泰高級中學進修部,私立,中投區免試入學進修部,進修部,不限,臺中市,大里區,臺中市大里區樹王路342號,https://www.ctas.tc.edu.tw,04-24063936#152,汽車科(夜間班):40(不限);觀光事業科(夜間班):40(不限);餐飲管理科(夜間班):80(不限);美容科(夜間班):80(不限);流行服飾科(夜間班):40(不限),280,280,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",,"依官網招生科別與課程計畫,課程方向包含汽車科;專業科目與校訂課程依各科課程計畫辦理。",技高各科設專業實習、技能檢定、競賽與專題/實作;普通科依高中課程辦理探究與自主學習。,"校本部交通資訊:官網交通資訊列美村南路「僑泰中學」與高工路「僑泰中學」等周邊站點,並設學生校車;115學年度另公告校車路線表。 進修部官網未標示夜間固定學生專車或夜間專用交通班次。",進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E6%A8%B9%E7%8E%8B%E8%B7%AF342%E8%99%9F；學校官網：https://www.ctas.tc.edu.tw,https://www.ctas.tc.edu.tw/,https://www.ctas.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E6%A8%B9%E7%8E%8B%E8%B7%AF342%E8%99%9F,https://www.ctas.tc.edu.tw/,https://www.ctas.tc.edu.tw,https://www.ctas.tc.edu.tw/
,061B16,臺中市私立青年高級中學進修部,私立,中投區免試入學進修部,進修部,不限,臺中市,大里區,臺中市大里區中湖路100號,https://www.youth.tc.edu.tw,04-24963333#212,餐飲管理科(日間班):40(不限);餐飲管理科(夜間班):40(不限);美容科(日間班):40(不限);照顧服務科(產特)(夜間班):40(不限),160,160,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部設照顧服務科(夜間班)產業特殊需求類科;其餘依核定夜間/日間班辦理,未另設資優班。",,"依官網招生科別與課程計畫,課程方向包含餐飲管理科;專業科目與校訂課程依各科課程計畫辦理。",網站未標示全校統一專題題目;各專業科實習/專題以校方課程計畫與實習處公告為準。,進修部官網未標示夜間固定學生專車或夜間專用大眾運輸班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E4%B8%AD%E6%B9%96%E8%B7%AF100%E8%99%9F；學校官網：https://www.youth.tc.edu.tw,https://www.youth.tc.edu.tw,https://www.youth.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E4%B8%AD%E6%B9%96%E8%B7%AF100%E8%99%9F,https://www.youth.tc.edu.tw,https://www.youth.tc.edu.tw,https://www.youth.tc.edu.tw
