排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,簡章招生名額,招生名額,資優班/特色班,課程方向,實習／專題,校車／專車資訊,通勤資訊,住宿資訊,Google地圖,課程資料來源,實習專題資料來源,校車／專車資料來源,通勤資料來源,住宿資料來源,地址資料來源,生活資料來源,資料更新日期
,061B16,臺中市私立青年高級中學進修部,私立,中投區免試入學進修部,進修部,不限,臺中市,大里區,臺中市大里區中湖路100號,https://www.youth.tc.edu.tw,04-24963333#212,餐飲管理科(日間班):40(不限);餐飲管理科(夜間班):40(不限);美容科(日間班):40(不限);照顧服務科(產特)(夜間班):40(不限),160,160,"進修部設照顧服務科(夜間班)產業特殊需求類科;其餘依核定夜間/日間班辦理,未另設資優班。",臺中市私立青年高級中學進修部以餐飲管理科、美容科、照顧服務科為主要學習科別，課程兼顧一般科目與餐旅與服務、家政與照護專業核心，並依進修學制安排實務與技能應用課程。,臺中市私立青年高級中學進修部的實作學習依餐飲管理科、美容科、照顧服務科配置專業實習與專題實作，重點放在餐旅與服務、家政與照護技能操作、作品製作與成果呈現。,有校車。115學年度日間部暨進修部新生須知包含校車登記，學生可依校方停靠站與路線資訊辦理搭乘。,可由臺中車站轉乘往大里、塗城方向市區公車，在中湖路校址周邊下車後步行到校。,學校設有學生宿舍。115學年度日間部暨進修部新生須知包含住宿申請，住宿相關資料由校方新生系統辦理。,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%A7%81%E7%AB%8B%E9%9D%92%E5%B9%B4%E9%AB%98%E7%B4%9A%E4%B8%AD%E5%AD%B8%E9%80%B2%E4%BF%AE%E9%83%A8%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E4%B8%AD%E6%B9%96%E8%B7%AF100%E8%99%9F,https://www.youth.tc.edu.tw,https://www.youth.tc.edu.tw,https://newstu.gm.youth.tc.edu.tw/apply/notice,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%A7%81%E7%AB%8B%E9%9D%92%E5%B9%B4%E9%AB%98%E7%B4%9A%E4%B8%AD%E5%AD%B8%E9%80%B2%E4%BF%AE%E9%83%A8%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E4%B8%AD%E6%B9%96%E8%B7%AF100%E8%99%9F,https://newstu.gm.youth.tc.edu.tw/apply/notice,https://www.youth.tc.edu.tw,https://www.youth.tc.edu.tw,2026-09-07
,061B19,臺中市私立玉山高級中學進修部,私立,中投區免試入學進修部,進修部,不限,臺中市,東勢區,423009 臺中市東勢區東崎路四段399號,https://www.yssh.tc.edu.tw,04-25771313#103,資料處理科(夜間班):10(不限);餐飲管理科(夜間班):20(不限);美容科(夜間班):10(不限);照顧服務科(產特)(夜間班):20(不限),60,60,"進修部設照顧服務科(夜間班)產業特殊需求類科;其餘依核定夜間/日間班辦理,未另設資優班。",臺中市私立玉山高級中學進修部以資料處理科、餐飲管理科、美容科、照顧服務科為主要學習科別，課程兼顧一般科目與商管與數位應用、餐旅與服務、家政與照護專業核心，並依進修學制安排實務與技能應用課程。,臺中市私立玉山高級中學進修部的實作學習依資料處理科、餐飲管理科、美容科、照顧服務科配置專業實習與專題實作，重點放在商管與數位應用、餐旅與服務、家政與照護技能操作、作品製作與成果呈現。,臺中市私立玉山高級中學進修部的固定校車／學生專車服務目前沒有足以確認適用對象與路線的校方制度資訊。,可由臺鐵豐原站搭 90、206、207、208 或 209 路往東勢，抵東勢市區後銜接東崎路方向公車至學校周邊。,臺中市私立玉山高級中學進修部的一般招生學生住宿制度目前沒有足以確認適用對象與申請方式的校方制度資訊。,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%A7%81%E7%AB%8B%E7%8E%89%E5%B1%B1%E9%AB%98%E7%B4%9A%E4%B8%AD%E5%AD%B8%E9%80%B2%E4%BF%AE%E9%83%A8%20423009%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8B%A2%E5%8D%80%E6%9D%B1%E5%B4%8E%E8%B7%AF%E5%9B%9B%E6%AE%B5399%E8%99%9F,https://www.yssh.tc.edu.tw,https://www.yssh.tc.edu.tw,https://www.yssh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%A7%81%E7%AB%8B%E7%8E%89%E5%B1%B1%E9%AB%98%E7%B4%9A%E4%B8%AD%E5%AD%B8%E9%80%B2%E4%BF%AE%E9%83%A8%20423009%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8B%A2%E5%8D%80%E6%9D%B1%E5%B4%8E%E8%B7%AF%E5%9B%9B%E6%AE%B5399%E8%99%9F,https://www.yssh.tc.edu.tw,https://www.yssh.tc.edu.tw,https://www.yssh.tc.edu.tw,2026-09-07
,061B21,臺中市私立慈明高級中學進修部,私立,中投區免試入學進修部,進修部,不限,臺中市,太平區,臺中市太平區光德路388號,https://www.gapp.tmhs.tc.edu.tw,04-22713911#501~503,餐飲管理科(夜間班):80(不限),80,80,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",臺中市私立慈明高級中學進修部以餐飲管理科為主要學習科別，課程兼顧一般科目與餐旅與服務專業核心，並依進修學制安排實務與技能應用課程。,臺中市私立慈明高級中學進修部的實作學習依餐飲管理科配置專業實習與專題實作，重點放在餐旅與服務技能操作、作品製作與成果呈現。,臺中市私立慈明高級中學進修部的固定校車／學生專車服務目前沒有足以確認適用對象與路線的校方制度資訊。,可搭 3、7、41、249、280、284、286 或 291 路公車，在光隆、七星或慈明高中周邊站點下車後步行到校。,臺中市私立慈明高級中學進修部的一般招生學生住宿制度目前沒有足以確認適用對象與申請方式的校方制度資訊。,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%A7%81%E7%AB%8B%E6%85%88%E6%98%8E%E9%AB%98%E7%B4%9A%E4%B8%AD%E5%AD%B8%E9%80%B2%E4%BF%AE%E9%83%A8%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E5%85%89%E5%BE%B7%E8%B7%AF388%E8%99%9F,https://www.gapp.tmhs.tc.edu.tw,https://www.gapp.tmhs.tc.edu.tw,https://www.gapp.tmhs.tc.edu.tw,https://www.gapp.tmhs.tc.edu.tw/%E8%B3%87%E8%A8%8A%E6%9C%8D%E5%8B%99/%E6%A0%A1%E8%BB%8A%E5%85%AC%E8%BB%8A%E8%B7%AF%E7%B7%9A%E8%B3%87%E8%A8%8A,https://www.gapp.tmhs.tc.edu.tw,https://www.gapp.tmhs.tc.edu.tw,https://www.gapp.tmhs.tc.edu.tw,2026-09-07
,063303,臺中市立大甲高級中等學校,公立,中投區免試入學日間部,綜高,不限,臺中市,大甲區,437001 臺中市大甲區中山路一段720號,https://djsh.tc.edu.tw,04-26877165#333,綜合高中:410(不限);美工科:33(不限),443,443,設實驗班、體育班及美工科;實驗班甄選與體育班特色招生依當年度校方公告。,臺中市立大甲高級中等學校同時提供普通／綜合高中學習與美工科等專業方向；一般課程搭配校訂必修、多元選修與探究實作，專業類科則發展設計與藝術實務能力。,臺中市立大甲高級中等學校普通／綜合高中端以自然科與社會領域探究、自主學習成果為主；專業類科另安排設計與藝術實習與專題實作，形成研究與技能並行的實作學習。,臺中市立大甲高級中等學校的固定校車／學生專車服務目前沒有足以確認適用對象與路線的校方制度資訊。,可搭臺鐵至大甲站，再轉乘 181 或 661 路公車，在大甲高中周邊站點下車後步行到校。,臺中市立大甲高級中等學校的一般招生學生住宿制度目前沒有足以確認適用對象與申請方式的校方制度資訊。,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E5%A4%A7%E7%94%B2%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20437001%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%B8%80%E6%AE%B5720%E8%99%9F,https://djsh.tc.edu.tw/p/406-1073-619261%2Cr70.php,https://djsh.tc.edu.tw/p/406-1073-619261%2Cr70.php,https://djsh.tc.edu.tw,https://citybus-free.taichung.gov.tw/driving-map?route=181,https://djsh.tc.edu.tw,https://djsh.tc.edu.tw,https://djsh.tc.edu.tw,2026-09-07
,063305,臺中市立清水高級中等學校,公立,中投區免試入學日間部,高中,不限,臺中市,清水區,436-53 臺中市清水區中山路90號,https://cshs.tc.edu.tw,04-26222116 # 231,普通科:452(不限),452,452,校方官網未標示固定資優班/特色班招生;實際班別與校本特色課程依當年度公告。,臺中市立清水高級中等學校普通高中課程以語文、數理、社會、自然與科技領域為基礎，搭配校訂必修、多元選修、探究與實作及自主學習，讓學生依升學與興趣規劃加深加廣學習。,臺中市立清水高級中等學校的實作學習以自然科探究與實作、社會議題探究、校訂課程及自主學習成果為主，學生可透過實驗、研究報告、作品或成果發表完成學習成果。,臺中市立清水高級中等學校的固定校車／學生專車服務目前沒有足以確認適用對象與路線的校方制度資訊。,可搭臺鐵至清水站，出站後沿中山路步行至學校；亦可轉乘行經中山路的市區公車至清水高中周邊。,臺中市立清水高級中等學校的一般招生學生住宿制度目前沒有足以確認適用對象與申請方式的校方制度資訊。,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E6%B8%85%E6%B0%B4%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20436-53%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%B8%85%E6%B0%B4%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF90%E8%99%9F,https://cshs.tc.edu.tw,https://cshs.tc.edu.tw,https://cshs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E6%B8%85%E6%B0%B4%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20436-53%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%B8%85%E6%B0%B4%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF90%E8%99%9F,https://cshs.tc.edu.tw,https://cshs.tc.edu.tw,https://cshs.tc.edu.tw,2026-09-07
,063312,臺中市立豐原高級中等學校,公立,中投區免試入學日間部,高中,不限,臺中市,豐原區,420302 臺中市豐原區水源路150號,https://fysh.tc.edu.tw,04-25290381#1121,普通科:470(不限),470,470,校方官網未標示固定資優班/特色班招生;實際班別與校本特色課程依當年度公告。,臺中市立豐原高級中等學校普通高中課程以語文、數理、社會、自然與科技領域為基礎，搭配校訂必修、多元選修、探究與實作及自主學習，讓學生依升學與興趣規劃加深加廣學習。,臺中市立豐原高級中等學校的實作學習以自然科探究與實作、社會議題探究、校訂課程及自主學習成果為主，學生可透過實驗、研究報告、作品或成果發表完成學習成果。,臺中市立豐原高級中等學校的固定校車／學生專車服務目前沒有足以確認適用對象與路線的校方制度資訊。,可由臺鐵豐原站轉乘往東勢、新社方向市區公車，在水源路、豐原高中周邊站點下車後步行到校。,臺中市立豐原高級中等學校的一般招生學生住宿制度目前沒有足以確認適用對象與申請方式的校方制度資訊。,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E8%B1%90%E5%8E%9F%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20420302%20%E8%87%BA%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E6%B0%B4%E6%BA%90%E8%B7%AF150%E8%99%9F,https://fysh.tc.edu.tw,https://fysh.tc.edu.tw,https://fysh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E8%B1%90%E5%8E%9F%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20420302%20%E8%87%BA%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E6%B0%B4%E6%BA%90%E8%B7%AF150%E8%99%9F,https://fysh.tc.edu.tw,https://fysh.tc.edu.tw,https://fysh.tc.edu.tw,2026-09-07
,063401,臺中市立豐原商業高級中等學校,公立,中投區免試入學日間部,高職,不限,臺中市,豐原區,420305 臺中市豐原區圓環南路50號,https://fyvs.tc.edu.tw,04-25283556#212、296,商業經營科:133(不限);國際貿易科:135(不限);資料處理科:102(不限);應用英語科:69(不限),439,439,以商業經營科、國際貿易科、資料處理科、應用英語科多元科別為特色;未標示固定資優班公告。,臺中市立豐原商業高級中等學校依商業經營科、國際貿易科、資料處理科、應用英語科規劃專業課程，學習涵蓋商管與數位應用、外語應用，並配置專業科目、實習科目、技能應用與專題實作。,臺中市立豐原商業高級中等學校各專業科別安排實習操作與專題實作，內容對應商管與數位應用、外語應用，並結合設備操作、技能訓練、作品製作或成果發表。,臺中市立豐原商業高級中等學校的固定校車／學生專車服務目前沒有足以確認適用對象與路線的校方制度資訊。,可由臺鐵豐原站轉乘 202、203、900、235 等路線至圓環南路校區周邊，再依校方交通指引步行到校。,學校設有學生宿舍。115學年度高一新生可申請住宿，校方另公布床位分配與入住注意事項。,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E8%B1%90%E5%8E%9F%E5%95%86%E6%A5%AD%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20420305%20%E8%87%BA%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E5%9C%93%E7%92%B0%E5%8D%97%E8%B7%AF50%E8%99%9F,https://fyvs.tc.edu.tw/p/412-1085-5010.php,https://fyvs.tc.edu.tw/p/412-1085-5010.php,https://fyvs.tc.edu.tw,https://fyvs.tc.edu.tw/p/412-1085-4982.php,https://fyvs.tc.edu.tw/p/412-1085-5009.php?Lang=zh-tw,https://fyvs.tc.edu.tw,https://fyvs.tc.edu.tw,2026-09-07
,063402,臺中市立大甲工業高級中等學校,公立,中投區免試入學日間部,高職,不限,臺中市,大甲區,437024 臺中市大甲區頂店里開元路71號,https://tcvs.tc.edu.tw,04-26874132#113、120,機械科:67(不限);資訊科:33(不限);電子科:64(不限);電機科:66(不限);建築科:64(不限);製圖科:31(不限),325,325,以機械科、資訊科、電子科、電機科、建築科等多元科別為特色;未標示固定資優班公告。,臺中市立大甲工業高級中等學校依機械科、資訊科、電子科、電機科、建築科、製圖科規劃專業課程，學習涵蓋機械與製造、資電與工程、建築與空間，並配置專業科目、實習科目、技能應用與專題實作。,臺中市立大甲工業高級中等學校各專業科別安排實習操作與專題實作，內容對應機械與製造、資電與工程、建築與空間，並結合設備操作、技能訓練、作品製作或成果發表。,臺中市立大甲工業高級中等學校的固定校車／學生專車服務目前沒有足以確認適用對象與路線的校方制度資訊。,可搭臺鐵至大甲站，再轉乘 181 路往頂店方向，在頂店一帶下車後沿開元路步行至學校。,臺中市立大甲工業高級中等學校的一般招生學生住宿制度目前沒有足以確認適用對象與申請方式的校方制度資訊。,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E5%A4%A7%E7%94%B2%E5%B7%A5%E6%A5%AD%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20437024%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E9%A0%82%E5%BA%97%E9%87%8C%E9%96%8B%E5%85%83%E8%B7%AF71%E8%99%9F,https://tcvs.tc.edu.tw/p/404-1084-46207.php,https://tcvs.tc.edu.tw/p/404-1084-46207.php,https://tcvs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E5%A4%A7%E7%94%B2%E5%B7%A5%E6%A5%AD%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20437024%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E9%A0%82%E5%BA%97%E9%87%8C%E9%96%8B%E5%85%83%E8%B7%AF71%E8%99%9F,https://tcvs.tc.edu.tw,https://tcvs.tc.edu.tw,https://tcvs.tc.edu.tw,2026-09-07
,063404,臺中市立東勢工業高級中等學校,公立,中投區免試入學日間部,高職,不限,臺中市,東勢區,423311 臺中市東勢區東關路六段1328號,https://tsvs.tc.edu.tw,04-25872136#103,機械科:66(不限);汽車科:68(不限);資訊科:34(不限);電子科:34(不限);電機科:67(不限);建築科:34(不限);化工科:69(不限);製圖科:34(不限);室內空間設計科:34(不限);家具設計科:34(不限),474,474,以機械科、汽車科、資訊科、電子科、電機科等多元科別為特色;未標示固定資優班公告。,臺中市立東勢工業高級中等學校依機械科、汽車科、資訊科、電子科、電機科、建築科規劃專業課程，學習涵蓋機械與製造、資電與工程、建築與空間、工業技術，並配置專業科目、實習科目、技能應用與專題實作。,臺中市立東勢工業高級中等學校各專業科別安排實習操作與專題實作，內容對應機械與製造、資電與工程、建築與空間、工業技術，並結合設備操作、技能訓練、作品製作或成果發表。,臺中市立東勢工業高級中等學校的固定校車／學生專車服務目前沒有足以確認適用對象與路線的校方制度資訊。,可由臺鐵豐原站搭 90、206、207、208 或 209 路往東勢，在東勢高工周邊站點下車後步行到校。,臺中市立東勢工業高級中等學校的一般招生學生住宿制度目前沒有足以確認適用對象與申請方式的校方制度資訊。,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E6%9D%B1%E5%8B%A2%E5%B7%A5%E6%A5%AD%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20423311%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8B%A2%E5%8D%80%E6%9D%B1%E9%97%9C%E8%B7%AF%E5%85%AD%E6%AE%B51328%E8%99%9F,https://tsvs.tc.edu.tw,https://tsvs.tc.edu.tw,https://tsvs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E6%9D%B1%E5%8B%A2%E5%B7%A5%E6%A5%AD%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20423311%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8B%A2%E5%8D%80%E6%9D%B1%E9%97%9C%E8%B7%AF%E5%85%AD%E6%AE%B51328%E8%99%9F,https://tsvs.tc.edu.tw,https://tsvs.tc.edu.tw,https://tsvs.tc.edu.tw,2026-09-07
,063407,臺中市立沙鹿工業高級中等學校,公立,中投區免試入學日間部,高職,不限,臺中市,沙鹿區,433029 臺中市沙鹿區臺灣大道七段823號,https://slvs.tc.edu.tw,04-26621795#203、207,機械科:34(不限);汽車科:68(不限);資訊科:33(不限);電子科:33(不限);化工科:70(不限);紡織科(產特):70(不限);染整科(產特):35(不限);製圖科:33(不限);資料處理科:35(不限),411,411,紡織科、染整科為產業特殊需求類科;其餘各科以專業實習、證照與升學就業銜接為特色。,臺中市立沙鹿工業高級中等學校依機械科、汽車科、資訊科、電子科、化工科、紡織科規劃專業課程，學習涵蓋機械與製造、資電與工程、商管與數位應用、工業技術，並配置專業科目、實習科目、技能應用與專題實作。,臺中市立沙鹿工業高級中等學校各專業科別安排實習操作與專題實作，內容對應機械與製造、資電與工程、商管與數位應用、工業技術，並結合設備操作、技能訓練、作品製作或成果發表。,有學生專車。115學年度新生始業輔導由校方安排專車說明，學生可依校方專車制度辦理搭乘。,可搭臺鐵至沙鹿站，再轉乘臺灣大道幹線公車往靜宜大學方向，在沙鹿高工周邊站點下車後步行到校。,臺中市立沙鹿工業高級中等學校的一般招生學生住宿制度目前沒有足以確認適用對象與申請方式的校方制度資訊。,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E6%B2%99%E9%B9%BF%E5%B7%A5%E6%A5%AD%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20433029%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%B2%99%E9%B9%BF%E5%8D%80%E8%87%BA%E7%81%A3%E5%A4%A7%E9%81%93%E4%B8%83%E6%AE%B5823%E8%99%9F,https://slvs.tc.edu.tw/p/412-1082-11187.php?Lang=zh-tw,https://slvs.tc.edu.tw/p/406-1082-624904%2Cr1671.php?Lang=zh-tw,https://slvs.tc.edu.tw/p/406-1082-622283%2Cr1671.php?Lang=zh-tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E6%B2%99%E9%B9%BF%E5%B7%A5%E6%A5%AD%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20433029%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%B2%99%E9%B9%BF%E5%8D%80%E8%87%BA%E7%81%A3%E5%A4%A7%E9%81%93%E4%B8%83%E6%AE%B5823%E8%99%9F,https://slvs.tc.edu.tw,https://slvs.tc.edu.tw,https://slvs.tc.edu.tw,2026-09-07
,063408,臺中市立霧峰農業工業高級中等學校,公立,中投區免試入學日間部,高職,不限,臺中市,霧峰區,413010 臺中市霧峰區中正路1222號,https://wufai.tc.edu.tw,04-23303118#203,園藝科(產特):35(不限);食品加工科:34(不限);機械科:67(不限);汽車科:34(不限);電子科:69(不限);電機科:68(不限);餐飲管理科:34(不限),341,341,園藝科為產業特殊需求類科;其餘各科以專業實習、證照與升學就業銜接為特色。,臺中市立霧峰農業工業高級中等學校依園藝科、食品加工科、機械科、汽車科、電子科、電機科規劃專業課程，學習涵蓋農業與食品、機械與製造、資電與工程、餐旅與服務，並配置專業科目、實習科目、技能應用與專題實作。,臺中市立霧峰農業工業高級中等學校各專業科別安排實習操作與專題實作，內容對應農業與食品、機械與製造、資電與工程、餐旅與服務，並結合設備操作、技能訓練、作品製作或成果發表。,臺中市立霧峰農業工業高級中等學校的固定校車／學生專車服務目前沒有足以確認適用對象與路線的校方制度資訊。,可由臺中車站或大里轉乘 291 路公車，在「霧峰農工」站下車後步行到校。,臺中市立霧峰農業工業高級中等學校的一般招生學生住宿制度目前沒有足以確認適用對象與申請方式的校方制度資訊。,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E9%9C%A7%E5%B3%B0%E8%BE%B2%E6%A5%AD%E5%B7%A5%E6%A5%AD%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20413010%20%E8%87%BA%E4%B8%AD%E5%B8%82%E9%9C%A7%E5%B3%B0%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF1222%E8%99%9F,https://wufai.tc.edu.tw,https://wufai.tc.edu.tw,https://wufai.tc.edu.tw,https://citybus-free.taichung.gov.tw/driving-map?route=291,https://wufai.tc.edu.tw,https://wufai.tc.edu.tw,https://wufai.tc.edu.tw,2026-09-07
,063C01,臺中市立豐原商業高級中等學校進修部,公立,中投區免試入學進修部,進修部,不限,臺中市,豐原區,420305 臺中市豐原區圓環南路50號,https://fyvs.tc.edu.tw,04-25283556#262,商業經營科(夜間班):19(不限);資料處理科(夜間班):12(不限),31,31,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",臺中市立豐原商業高級中等學校進修部以商業經營科、資料處理科為主要學習科別，課程兼顧一般科目與商管與數位應用專業核心，並依進修學制安排實務與技能應用課程。,臺中市立豐原商業高級中等學校進修部的實作學習依商業經營科、資料處理科配置專業實習與專題實作，重點放在商管與數位應用技能操作、作品製作與成果呈現。,臺中市立豐原商業高級中等學校進修部的固定校車／學生專車服務目前沒有足以確認適用對象與路線的校方制度資訊。,可由臺鐵豐原站轉乘 202、203、900、235 等路線至圓環南路校區周邊，再依校方交通指引步行到校。,臺中市立豐原商業高級中等學校進修部的一般招生學生住宿制度目前沒有足以確認適用對象與申請方式的校方制度資訊。,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E8%B1%90%E5%8E%9F%E5%95%86%E6%A5%AD%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%E9%80%B2%E4%BF%AE%E9%83%A8%20420305%20%E8%87%BA%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E5%9C%93%E7%92%B0%E5%8D%97%E8%B7%AF50%E8%99%9F,https://fyvs.tc.edu.tw/p/412-1085-5010.php,https://fyvs.tc.edu.tw/p/412-1085-5010.php,https://fyvs.tc.edu.tw,https://fyvs.tc.edu.tw/p/412-1085-4982.php,https://fyvs.tc.edu.tw,https://fyvs.tc.edu.tw,https://fyvs.tc.edu.tw,2026-09-07
,063C02,臺中市立大甲工業高級中等學校進修部,公立,中投區免試入學進修部,進修部,不限,臺中市,大甲區,437024 臺中市大甲區頂店里開元路71號,https://tcvs.tc.edu.tw,04-26874132#502,建築科(夜間班):39(不限),39,39,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",臺中市立大甲工業高級中等學校進修部以建築科為主要學習科別，課程兼顧一般科目與建築與空間專業核心，並依進修學制安排實務與技能應用課程。,臺中市立大甲工業高級中等學校進修部的實作學習依建築科配置專業實習與專題實作，重點放在建築與空間技能操作、作品製作與成果呈現。,臺中市立大甲工業高級中等學校進修部的固定校車／學生專車服務目前沒有足以確認適用對象與路線的校方制度資訊。,可搭臺鐵至大甲站，再轉乘 181 路往頂店方向，在頂店一帶下車後沿開元路步行至學校。,臺中市立大甲工業高級中等學校進修部的一般招生學生住宿制度目前沒有足以確認適用對象與申請方式的校方制度資訊。,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E5%A4%A7%E7%94%B2%E5%B7%A5%E6%A5%AD%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%E9%80%B2%E4%BF%AE%E9%83%A8%20437024%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E9%A0%82%E5%BA%97%E9%87%8C%E9%96%8B%E5%85%83%E8%B7%AF71%E8%99%9F,https://tcvs.tc.edu.tw/p/404-1084-46207.php,https://tcvs.tc.edu.tw/p/404-1084-46207.php,https://tcvs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E5%A4%A7%E7%94%B2%E5%B7%A5%E6%A5%AD%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%E9%80%B2%E4%BF%AE%E9%83%A8%20437024%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E9%A0%82%E5%BA%97%E9%87%8C%E9%96%8B%E5%85%83%E8%B7%AF71%E8%99%9F,https://tcvs.tc.edu.tw,https://tcvs.tc.edu.tw,https://tcvs.tc.edu.tw,2026-09-07
