排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,簡章招生名額,招生名額,資優班/特色班,課程方向,實習／專題,校車／專車資訊,通勤資訊,住宿資訊,Google地圖,課程資料來源,實習專題資料來源,校車／專車資料來源,通勤資料來源,住宿資料來源,地址資料來源,生活資料來源,資料更新日期
,070403,國立二林高級工商職業學校,公立,彰化區免試入學日間部,高職,不限,彰化縣,二林鎮,526021 彰化縣二林鎮豐田里斗苑路四段500號,https://www.elvs.chc.edu.tw/,,機械科:51(不限)；電子科:25(不限)；電機科:48(不限)；建築科:25(不限)；室內空間設計科:25(不限)；商業經營科:54(不限)；資料處理科:24(不限),252,252,請以各校當年度公告為準,國立二林高級工商職業學校：115學年度以機械科、電子科、電機科、建築科、室內空間設計科、商業經營科、資料處理科等專業科別為主，各科配置專業核心、校訂選修、實習實作與職涯銜接課程。,國立二林高級工商職業學校：各專業科別依115學年度課程安排實習、實作與專題製作，學生透過操作、作品或成果發表整合所學。,國立二林高級工商職業學校：有學生專車。115學年度路線涵蓋和美、伸港、鹿港、漢寶、福興、花壇、大村、社頭、田中、溪州、員林、埔心、溪湖等方向。,國立二林高級工商職業學校：可由員林、彰化或西螺方向搭客運至二林轉運節點，再於學校周邊站點下車步行到校。,國立二林高級工商職業學校：學校設有學生住宿。115學年度新生專區提供學生住宿資訊，學生可依校方申請流程辦理住宿。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E4%BA%8C%E6%9E%97%E9%AB%98%E7%B4%9A%E5%B7%A5%E5%95%86%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%20526021%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E4%BA%8C%E6%9E%97%E9%8E%AE%E8%B1%90%E7%94%B0%E9%87%8C%E6%96%97%E8%8B%91%E8%B7%AF%E5%9B%9B%E6%AE%B5500%E8%99%9F,https://www.elvs.chc.edu.tw/home?cid=1563 | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.elvs.chc.edu.tw/home?cid=1563 | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.elvs.chc.edu.tw/ischool/publish_page/91/?cid=1823,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E4%BA%8C%E6%9E%97%E9%AB%98%E7%B4%9A%E5%B7%A5%E5%95%86%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%20526021%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E4%BA%8C%E6%9E%97%E9%8E%AE%E8%B1%90%E7%94%B0%E9%87%8C%E6%96%97%E8%8B%91%E8%B7%AF%E5%9B%9B%E6%AE%B5500%E8%99%9F,https://www.elvs.chc.edu.tw/ischool/publish_page/0/?cid=1821,https://www.elvs.chc.edu.tw/,https://www.elvs.chc.edu.tw/,2026-09-08
,070405,國立秀水高級工業職業學校,公立,彰化區免試入學日間部,高職,不限,彰化縣,秀水鄉,504 彰化縣秀水鄉中山路364號,https://www.ssivs.chc.edu.tw/,,機械科:60(不限)；電機科:57(不限)；建築科:29(不限)；製圖科:31(不限)；室內空間設計科:28(不限),205,205,請以各校當年度公告為準,國立秀水高級工業職業學校：115學年度以機械科、電機科、建築科、製圖科、室內空間設計科等專業科別為主，各科配置專業核心、校訂選修、實習實作與職涯銜接課程。,國立秀水高級工業職業學校：各專業科別依115學年度課程安排實習、實作與專題製作，學生透過操作、作品或成果發表整合所學。,國立秀水高級工業職業學校：有學生專車。115學年度校方公布開學日學生專車路線與發車時間，新生可依路線登記搭乘。,國立秀水高級工業職業學校：可由臺鐵彰化站轉乘往秀水方向公車，在中山路學校周邊站點下車後步行到校。,國立秀水高級工業職業學校：目前沒有公開的一般高中職學生固定住宿申請資訊；特定隊伍、特殊班別或特殊身分住宿不視為一般學生住宿。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E7%A7%80%E6%B0%B4%E9%AB%98%E7%B4%9A%E5%B7%A5%E6%A5%AD%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%20504%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%A7%80%E6%B0%B4%E9%84%89%E4%B8%AD%E5%B1%B1%E8%B7%AF364%E8%99%9F,https://www.ssivs.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.ssivs.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.ssivs.chc.edu.tw/ischool/publish_page/0/?nid=20900,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E7%A7%80%E6%B0%B4%E9%AB%98%E7%B4%9A%E5%B7%A5%E6%A5%AD%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%20504%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%A7%80%E6%B0%B4%E9%84%89%E4%B8%AD%E5%B1%B1%E8%B7%AF364%E8%99%9F,https://www.ssivs.chc.edu.tw/,https://www.ssivs.chc.edu.tw/,https://www.ssivs.chc.edu.tw/,2026-09-08
,070406,國立彰化高級商業職業學校,公立,彰化區免試入學日間部,綜高,不限,彰化縣,彰化市,500 彰化縣彰化市南郭路一段326號,https://www.chsc.chc.edu.tw/,,綜合高中:127(不限)；商業經營科:112(不限)；國際貿易科:107(不限)；資料處理科:59(不限)；廣告設計科:50(不限)；應用英語科:58(不限),513,513,請以各校當年度公告為準,國立彰化高級商業職業學校：115學年度兼具一般學術課程與商業經營科、國際貿易科、資料處理科、廣告設計科、應用英語科等專業方向，搭配校訂課程、多元選修、探究實作與生涯分流。,國立彰化高級商業職業學校：各專業科別依115學年度課程安排實習、實作與專題製作，學生透過操作、作品或成果發表整合所學。,國立彰化高級商業職業學校：有學生專車。115學年度新生資料包含專車路線，校方日常上放學亦安排學生專車。,國立彰化高級商業職業學校：可由臺鐵彰化站轉乘彰化市區公車至學校所在道路周邊站點，下車後步行到校。,國立彰化高級商業職業學校：目前沒有公開的一般高中職學生固定住宿申請資訊；特定隊伍、特殊班別或特殊身分住宿不視為一般學生住宿。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%BD%B0%E5%8C%96%E9%AB%98%E7%B4%9A%E5%95%86%E6%A5%AD%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%20500%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%BD%B0%E5%8C%96%E5%B8%82%E5%8D%97%E9%83%AD%E8%B7%AF%E4%B8%80%E6%AE%B5326%E8%99%9F,https://www.chsc.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.chsc.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.chsc.chc.edu.tw/ischool/public/news_view/show.php?nid=17352,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%BD%B0%E5%8C%96%E9%AB%98%E7%B4%9A%E5%95%86%E6%A5%AD%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%20500%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%BD%B0%E5%8C%96%E5%B8%82%E5%8D%97%E9%83%AD%E8%B7%AF%E4%B8%80%E6%AE%B5326%E8%99%9F,https://www.chsc.chc.edu.tw/,https://www.chsc.chc.edu.tw/,https://www.chsc.chc.edu.tw/,2026-09-08
,070408,國立員林高級農工職業學校,公立,彰化區免試入學日間部,高職,不限,彰化縣,員林市,510 彰化縣員林市員水路二段313號,https://www.ylvs.chc.edu.tw/,,農場經營科(產特):29(不限)；園藝科(產特):59(不限)；食品加工科:55(不限)；畜產保健科(產特):24(不限)；機械科:57(不限)；建築科:55(不限)；生物產業機電科:30(不限)；電子商務科:27(不限),336,336,請以各校當年度公告為準,國立員林高級農工職業學校：115學年度以農場經營科(產特)、園藝科(產特)、食品加工科、畜產保健科(產特)、機械科、建築科、生物產業機電科、電子商務科等專業科別為主，各科配置專業核心、校訂選修、實習實作與職涯銜接課程。,國立員林高級農工職業學校：各專業科別依115學年度課程安排實習、實作與專題製作，學生透過操作、作品或成果發表整合所學。,國立員林高級農工職業學校：目前沒有公開固定的高中部校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,國立員林高級農工職業學校：可由臺鐵員林站轉乘員林市區公車至學校周邊站點，下車後步行到校。,國立員林高級農工職業學校：目前沒有公開的一般高中職學生固定住宿申請資訊；特定隊伍、特殊班別或特殊身分住宿不視為一般學生住宿。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%93%A1%E6%9E%97%E9%AB%98%E7%B4%9A%E8%BE%B2%E5%B7%A5%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%20510%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%93%A1%E6%9E%97%E5%B8%82%E5%93%A1%E6%B0%B4%E8%B7%AF%E4%BA%8C%E6%AE%B5313%E8%99%9F,https://www.ylvs.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.ylvs.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.ylvs.chc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%93%A1%E6%9E%97%E9%AB%98%E7%B4%9A%E8%BE%B2%E5%B7%A5%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%20510%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%93%A1%E6%9E%97%E5%B8%82%E5%93%A1%E6%B0%B4%E8%B7%AF%E4%BA%8C%E6%AE%B5313%E8%99%9F,https://www.ylvs.chc.edu.tw/,https://www.ylvs.chc.edu.tw/,https://www.ylvs.chc.edu.tw/,2026-09-08
,070409,國立員林崇實高級工業職業學校,公立,彰化區免試入學日間部,高職,不限,彰化縣,員林市,510002 彰化縣員林市育英路103號,https://www.csvs.chc.edu.tw/,,資訊科:27(不限)；電機科:54(不限)；化工科:63(不限)；電機空調科:59(不限)；室內空間設計科:21(不限)；家具設計科:32(不限),256,256,請以各校當年度公告為準,國立員林崇實高級工業職業學校：115學年度以資訊科、電機科、化工科、電機空調科、室內空間設計科、家具設計科等專業科別為主，各科配置專業核心、校訂選修、實習實作與職涯銜接課程。,國立員林崇實高級工業職業學校：各專業科別依115學年度課程安排實習、實作與專題製作，學生透過操作、作品或成果發表整合所學。,國立員林崇實高級工業職業學校：目前沒有公開固定的高中部校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,國立員林崇實高級工業職業學校：可由臺鐵員林站轉乘員林市區公車至學校周邊站點，下車後步行到校。,國立員林崇實高級工業職業學校：目前沒有公開的一般高中職學生固定住宿申請資訊；特定隊伍、特殊班別或特殊身分住宿不視為一般學生住宿。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%93%A1%E6%9E%97%E5%B4%87%E5%AF%A6%E9%AB%98%E7%B4%9A%E5%B7%A5%E6%A5%AD%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%20510002%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%93%A1%E6%9E%97%E5%B8%82%E8%82%B2%E8%8B%B1%E8%B7%AF103%E8%99%9F,https://www.csvs.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.csvs.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.csvs.chc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%93%A1%E6%9E%97%E5%B4%87%E5%AF%A6%E9%AB%98%E7%B4%9A%E5%B7%A5%E6%A5%AD%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%20510002%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%93%A1%E6%9E%97%E5%B8%82%E8%82%B2%E8%8B%B1%E8%B7%AF103%E8%99%9F,https://www.csvs.chc.edu.tw/,https://www.csvs.chc.edu.tw/,https://www.csvs.chc.edu.tw/,2026-09-08
,070410,國立員林高級家事商業職業學校,公立,彰化區免試入學日間部,高職,不限,彰化縣,員林市,51045 彰化縣員林市中正路56號,https://www.ylhcvs.chc.edu.tw/,,商業經營科:50(不限)；國際貿易科:79(不限)；應用英語科:52(不限)；家政科:23(不限)；服裝科:29(不限)；幼兒保育科:24(不限),257,257,請以各校當年度公告為準,國立員林高級家事商業職業學校：115學年度以商業經營科、國際貿易科、應用英語科、家政科、服裝科、幼兒保育科等專業科別為主，各科配置專業核心、校訂選修、實習實作與職涯銜接課程。,國立員林高級家事商業職業學校：各專業科別依115學年度課程安排實習、實作與專題製作，學生透過操作、作品或成果發表整合所學。,國立員林高級家事商業職業學校：有學生專車。115學年度開學日提供學生專車，校方依學期路線與搭乘名單安排通學。,國立員林高級家事商業職業學校：可由臺鐵員林站轉乘員林市區公車至學校周邊站點，下車後步行到校。,國立員林高級家事商業職業學校：目前沒有公開的一般高中職學生固定住宿申請資訊；特定隊伍、特殊班別或特殊身分住宿不視為一般學生住宿。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%93%A1%E6%9E%97%E9%AB%98%E7%B4%9A%E5%AE%B6%E4%BA%8B%E5%95%86%E6%A5%AD%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%2051045%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%93%A1%E6%9E%97%E5%B8%82%E4%B8%AD%E6%AD%A3%E8%B7%AF56%E8%99%9F,https://www.ylhcvs.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.ylhcvs.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.ylhcvs.chc.edu.tw/home?cid=2882,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%93%A1%E6%9E%97%E9%AB%98%E7%B4%9A%E5%AE%B6%E4%BA%8B%E5%95%86%E6%A5%AD%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%2051045%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%93%A1%E6%9E%97%E5%B8%82%E4%B8%AD%E6%AD%A3%E8%B7%AF56%E8%99%9F,https://www.ylhcvs.chc.edu.tw/,https://www.ylhcvs.chc.edu.tw/,https://www.ylhcvs.chc.edu.tw/,2026-09-08
,070415,國立北斗高級家事商業職業學校,公立,彰化區免試入學日間部,高職,不限,彰化縣,北斗鎮,521 彰化縣北斗鎮大道里學府路50號,https://www.pthc.chc.edu.tw/,,商業經營科:86(不限)；國際貿易科:29(不限)；資料處理科:29(不限)；廣告設計科:77(不限)；餐飲管理科:22(不限)；美容科:50(不限),293,293,請以各校當年度公告為準,國立北斗高級家事商業職業學校：115學年度以商業經營科、國際貿易科、資料處理科、廣告設計科、餐飲管理科、美容科等專業科別為主，各科配置專業核心、校訂選修、實習實作與職涯銜接課程。,國立北斗高級家事商業職業學校：各專業科別依115學年度課程安排實習、實作與專題製作，學生透過操作、作品或成果發表整合所學。,國立北斗高級家事商業職業學校：有學生交通租賃專車。115學年度共編排多條路線，校方公布停靠站、時刻、月票價格與搭乘申請方式。,國立北斗高級家事商業職業學校：可由臺鐵田中站轉乘往北斗方向公車，在北斗市區學校周邊站點下車後步行到校。,國立北斗高級家事商業職業學校：目前沒有公開的一般高中職學生固定住宿申請資訊；特定隊伍、特殊班別或特殊身分住宿不視為一般學生住宿。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%8C%97%E6%96%97%E9%AB%98%E7%B4%9A%E5%AE%B6%E4%BA%8B%E5%95%86%E6%A5%AD%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%20521%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%8C%97%E6%96%97%E9%8E%AE%E5%A4%A7%E9%81%93%E9%87%8C%E5%AD%B8%E5%BA%9C%E8%B7%AF50%E8%99%9F,https://www.pthc.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.pthc.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.pthc.chc.edu.tw/ischool/public/news_view/show.php?nid=28561,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%8C%97%E6%96%97%E9%AB%98%E7%B4%9A%E5%AE%B6%E4%BA%8B%E5%95%86%E6%A5%AD%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%20521%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%8C%97%E6%96%97%E9%8E%AE%E5%A4%A7%E9%81%93%E9%87%8C%E5%AD%B8%E5%BA%9C%E8%B7%AF50%E8%99%9F,https://www.pthc.chc.edu.tw/,https://www.pthc.chc.edu.tw/,https://www.pthc.chc.edu.tw/,2026-09-08
,070B16,國立鹿港高級中學進修部,公立,彰化區免試入學進修部,進修部,不限,彰化縣,鹿港鎮,505 彰化縣鹿港鎮東石里中山路661號,https://www.lksh.chc.edu.tw/,,商業經營科(夜間班):28(不限),28,28,請以各校當年度公告為準,國立鹿港高級中學進修部：115學年度以商業經營科(夜間班)為主要學習方向，配置一般科目、專業科目及實作／實習內容，依進修部課程計畫分年修習。,國立鹿港高級中學進修部：依115學年度進修部課程安排專業實作、實習科目與成果任務，將夜間課程所學應用於操作與專題成果。,國立鹿港高級中學進修部：目前沒有公開固定的高中部校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,國立鹿港高級中學進修部：可由臺鐵彰化站轉乘往鹿港方向的公車，在鹿港市區學校周邊站點下車後步行到校。,國立鹿港高級中學進修部：目前沒有公開的一般高中職學生固定住宿申請資訊；特定隊伍、特殊班別或特殊身分住宿不視為一般學生住宿。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E9%B9%BF%E6%B8%AF%E9%AB%98%E7%B4%9A%E4%B8%AD%E5%AD%B8%E9%80%B2%E4%BF%AE%E9%83%A8%20505%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E9%B9%BF%E6%B8%AF%E9%8E%AE%E6%9D%B1%E7%9F%B3%E9%87%8C%E4%B8%AD%E5%B1%B1%E8%B7%AF661%E8%99%9F,https://www.lksh.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.lksh.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.lksh.chc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E9%B9%BF%E6%B8%AF%E9%AB%98%E7%B4%9A%E4%B8%AD%E5%AD%B8%E9%80%B2%E4%BF%AE%E9%83%A8%20505%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E9%B9%BF%E6%B8%AF%E9%8E%AE%E6%9D%B1%E7%9F%B3%E9%87%8C%E4%B8%AD%E5%B1%B1%E8%B7%AF661%E8%99%9F,https://www.lksh.chc.edu.tw/,https://www.lksh.chc.edu.tw/,https://www.lksh.chc.edu.tw/,2026-09-08
,070C01,國立彰化師範大學附屬高級工業職業學校進修部,公立,彰化區免試入學進修部,進修部,不限,彰化縣,彰化市,500 彰化縣彰化市工校街1號,https://www.sivs.chc.edu.tw/,,機械科(夜間班):38(不限)；汽車科(夜間班):38(不限)；資訊科(夜間班):38(不限)；電機科(夜間班):38(不限)；製圖科(夜間班):38(不限),190,190,請以各校當年度公告為準,國立彰化師範大學附屬高級工業職業學校進修部：115學年度以機械科(夜間班)、汽車科(夜間班)、資訊科(夜間班)、電機科(夜間班)、製圖科(夜間班)為主要學習方向，配置一般科目、專業科目及實作／實習內容，依進修部課程計畫分年修習。,國立彰化師範大學附屬高級工業職業學校進修部：依115學年度進修部課程安排專業實作、實習科目與成果任務，將夜間課程所學應用於操作與專題成果。,國立彰化師範大學附屬高級工業職業學校進修部：目前沒有公開固定的高中部校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,國立彰化師範大學附屬高級工業職業學校進修部：可由臺鐵彰化站轉乘彰化市區公車至學校所在道路周邊站點，下車後步行到校。,國立彰化師範大學附屬高級工業職業學校進修部：目前沒有公開的一般高中職學生固定住宿申請資訊；特定隊伍、特殊班別或特殊身分住宿不視為一般學生住宿。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%BD%B0%E5%8C%96%E5%B8%AB%E7%AF%84%E5%A4%A7%E5%AD%B8%E9%99%84%E5%B1%AC%E9%AB%98%E7%B4%9A%E5%B7%A5%E6%A5%AD%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%E9%80%B2%E4%BF%AE%E9%83%A8%20500%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%BD%B0%E5%8C%96%E5%B8%82%E5%B7%A5%E6%A0%A1%E8%A1%971%E8%99%9F,https://www.sivs.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.sivs.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.sivs.chc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E5%BD%B0%E5%8C%96%E5%B8%AB%E7%AF%84%E5%A4%A7%E5%AD%B8%E9%99%84%E5%B1%AC%E9%AB%98%E7%B4%9A%E5%B7%A5%E6%A5%AD%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%E9%80%B2%E4%BF%AE%E9%83%A8%20500%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%BD%B0%E5%8C%96%E5%B8%82%E5%B7%A5%E6%A0%A1%E8%A1%971%E8%99%9F,https://www.sivs.chc.edu.tw/,https://www.sivs.chc.edu.tw/,https://www.sivs.chc.edu.tw/,2026-09-08
,070C02,國立永靖高級工業職業學校進修部,公立,彰化區免試入學進修部,進修部,不限,彰化縣,永靖鄉,51247 彰化縣永靖鄉永坡路101號,https://www.yjvs.chc.edu.tw/,,資訊科(夜間班):38(不限),38,38,請以各校當年度公告為準,國立永靖高級工業職業學校進修部：115學年度以資訊科(夜間班)為主要學習方向，配置一般科目、專業科目及實作／實習內容，依進修部課程計畫分年修習。,國立永靖高級工業職業學校進修部：依115學年度進修部課程安排專業實作、實習科目與成果任務，將夜間課程所學應用於操作與專題成果。,國立永靖高級工業職業學校進修部：目前沒有公開固定的高中部校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,國立永靖高級工業職業學校進修部：可由臺鐵員林站轉乘往永靖方向公車，在永靖市區學校周邊站點下車後步行到校。,國立永靖高級工業職業學校進修部：目前沒有公開的一般高中職學生固定住宿申請資訊；特定隊伍、特殊班別或特殊身分住宿不視為一般學生住宿。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E6%B0%B8%E9%9D%96%E9%AB%98%E7%B4%9A%E5%B7%A5%E6%A5%AD%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%E9%80%B2%E4%BF%AE%E9%83%A8%2051247%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E6%B0%B8%E5%9D%A1%E8%B7%AF101%E8%99%9F,https://www.yjvs.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.yjvs.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.yjvs.chc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E6%B0%B8%E9%9D%96%E9%AB%98%E7%B4%9A%E5%B7%A5%E6%A5%AD%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%E9%80%B2%E4%BF%AE%E9%83%A8%2051247%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%B0%B8%E9%9D%96%E9%84%89%E6%B0%B8%E5%9D%A1%E8%B7%AF101%E8%99%9F,https://www.yjvs.chc.edu.tw/,https://www.yjvs.chc.edu.tw/,https://www.yjvs.chc.edu.tw/,2026-09-08
,070C03,國立二林高級工商職業學校進修部,公立,彰化區免試入學進修部,進修部,不限,彰化縣,二林鎮,526021 彰化縣二林鎮豐田里斗苑路四段500號,https://www.elvs.chc.edu.tw/,,商業經營科(夜間班):23(不限)；資料處理科(夜間班):23(不限),46,46,請以各校當年度公告為準,國立二林高級工商職業學校進修部：115學年度以商業經營科(夜間班)、資料處理科(夜間班)為主要學習方向，配置一般科目、專業科目及實作／實習內容，依進修部課程計畫分年修習。,國立二林高級工商職業學校進修部：依115學年度進修部課程安排專業實作、實習科目與成果任務，將夜間課程所學應用於操作與專題成果。,國立二林高級工商職業學校進修部：目前沒有公開固定的高中部校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,國立二林高級工商職業學校進修部：可由員林、彰化或西螺方向搭客運至二林轉運節點，再於學校周邊站點下車步行到校。,國立二林高級工商職業學校進修部：目前沒有公開的一般高中職學生固定住宿申請資訊；特定隊伍、特殊班別或特殊身分住宿不視為一般學生住宿。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E4%BA%8C%E6%9E%97%E9%AB%98%E7%B4%9A%E5%B7%A5%E5%95%86%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%E9%80%B2%E4%BF%AE%E9%83%A8%20526021%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E4%BA%8C%E6%9E%97%E9%8E%AE%E8%B1%90%E7%94%B0%E9%87%8C%E6%96%97%E8%8B%91%E8%B7%AF%E5%9B%9B%E6%AE%B5500%E8%99%9F,https://www.elvs.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.elvs.chc.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.elvs.chc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E4%BA%8C%E6%9E%97%E9%AB%98%E7%B4%9A%E5%B7%A5%E5%95%86%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1%E9%80%B2%E4%BF%AE%E9%83%A8%20526021%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E4%BA%8C%E6%9E%97%E9%8E%AE%E8%B1%90%E7%94%B0%E9%87%8C%E6%96%97%E8%8B%91%E8%B7%AF%E5%9B%9B%E6%AE%B5500%E8%99%9F,https://www.elvs.chc.edu.tw/,https://www.elvs.chc.edu.tw/,https://www.elvs.chc.edu.tw/,2026-09-08
